npm,lodash-electron,*,5/4/24,https://security.snyk.io/vuln/SNYK-JS-LODASHELECTRON-6564973
npm,context-hydrating,*,4/4/24,https://security.snyk.io/vuln/SNYK-JS-CONTEXTHYDRATING-6531287
npm,shopify-app-session-storage-prisma,*,3/4/24,https://security.snyk.io/vuln/SNYK-JS-SHOPIFYAPPSESSIONSTORAGEPRISMA-6516889
npm,shopify-app-js,*,3/4/24,https://security.snyk.io/vuln/SNYK-JS-SHOPIFYAPPJS-6516888
npm,package-dfgpd-dfgdfg-24h,*,3/4/24,https://security.snyk.io/vuln/SNYK-JS-PACKAGEDFGPDDFGDFG24H-6516887
npm,package-ddgjhd-weagd-24h,*,3/4/24,https://security.snyk.io/vuln/SNYK-JS-PACKAGEDDGJHDWEAGD24H-6516886
npm,shopify-app-session-storage-drizzle,*,3/4/24,https://security.snyk.io/vuln/SNYK-JS-SHOPIFYAPPSESSIONSTORAGEDRIZZLE-6516885
npm,hydrogen-sfdgspsdmq-test1,*,3/4/24,https://security.snyk.io/vuln/SNYK-JS-HYDROGENSFDGSPSDMQTEST1-6516884
npm,metacord,*,3/4/24,https://security.snyk.io/vuln/SNYK-JS-METACORD-6516883
npm,pt-api-tools,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-PTAPITOOLS-6515708
npm,paysafe-gpf-as-http-proxy-middleware-body-replace,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-PAYSAFEGPFASHTTPPROXYMIDDLEWAREBODYREPLACE-6515707
npm,u-workflow.auth,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-UWORKFLOWAUTH-6515706
npm,u-workflow.module.common.visibility,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-UWORKFLOWMODULECOMMONVISIBILITY-6515705
npm,paysafe-gpf-as-communication-lib-fe,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-PAYSAFEGPFASCOMMUNICATIONLIBFE-6515704
npm,u-workflow.module.common.tech,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-UWORKFLOWMODULECOMMONTECH-6515703
npm,u-workflow.module.common.hour-of-week,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-UWORKFLOWMODULECOMMONHOUROFWEEK-6515702
npm,shelllib,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-SHELLLIB-6515701
npm,soundcloud-songs,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-SOUNDCLOUDSONGS-6515700
npm,galileo-web-sdk,*,2/4/24,https://security.snyk.io/vuln/SNYK-JS-GALILEOWEBSDK-6515699
npm,vue2util,*,1/4/24,https://security.snyk.io/vuln/SNYK-JS-VUE2UTIL-6515642
npm,commandlib,*,28/3/24,https://security.snyk.io/vuln/SNYK-JS-COMMANDLIB-6508642
npm,routepair,*,27/3/24,https://security.snyk.io/vuln/SNYK-JS-ROUTEPAIR-6501611
npm,gkldjdkljgdklfgj,*,25/3/24,https://security.snyk.io/vuln/SNYK-JS-GKLDJDKLJGDKLFGJ-6483306
npm,win-regi,*,25/3/24,https://security.snyk.io/vuln/SNYK-JS-WINREGI-6483305
npm,btcbip-39,*,25/3/24,https://security.snyk.io/vuln/SNYK-JS-BTCBIP39-6483304
npm,francoadvisor,*,25/3/24,https://security.snyk.io/vuln/SNYK-JS-FRANCOADVISOR-6483303
npm,trujillocheck,*,25/3/24,https://security.snyk.io/vuln/SNYK-JS-TRUJILLOCHECK-6483302
npm,hessskinchecker,*,25/3/24,https://security.snyk.io/vuln/SNYK-JS-HESSSKINCHECKER-6483301
npm,caas-static,*,22/3/24,https://security.snyk.io/vuln/SNYK-JS-CAASSTATIC-6476878
npm,tomori-discord,*,22/3/24,https://security.snyk.io/vuln/SNYK-JS-TOMORIDISCORD-6476877
npm,boukiapi,*,22/3/24,https://security.snyk.io/vuln/SNYK-JS-BOUKIAPI-6476876
npm,discordinfos,*,22/3/24,https://security.snyk.io/vuln/SNYK-JS-DISCORDINFOS-6476873
npm,sqltest6,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-SQLTEST6-6457447
npm,raydium-connect,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-RAYDIUMCONNECT-6457446
npm,rancho-extensions-app,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-RANCHOEXTENSIONSAPP-6457445
npm,packagerandomattackertest,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-PACKAGERANDOMATTACKERTEST-6457444
npm,soundcloud-scrape,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-SOUNDCLOUDSCRAPE-6457443
npm,flow-code-examples,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-FLOWCODEEXAMPLES-6457442
npm,action-and-block,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-ACTIONANDBLOCK-6457441
npm,polaris-resource-list-examples,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-POLARISRESOURCELISTEXAMPLES-6457440
npm,@testorgggg/pkg3,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-TESTORGGGGPKG3-6457439
npm,custom-banner-react,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-CUSTOMBANNERREACT-6457438
npm,custom-header-js,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-CUSTOMHEADERJS-6457437
npm,bouncifyrn,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-BOUNCIFYRN-6457436
npm,r101-css,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-R101CSS-6457435
npm,super-social-sdk,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-SUPERSOCIALSDK-6457434
npm,formvalidationtestauth,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-FORMVALIDATIONTESTAUTH-6457433
npm,eng-intern-assessment-react-native,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-ENGINTERNASSESSMENTREACTNATIVE-6457432
npm,functions-workshop,*,19/3/24,https://security.snyk.io/vuln/SNYK-JS-FUNCTIONSWORKSHOP-6457431
npm,frosmo-react,*,15/3/24,https://security.snyk.io/vuln/SNYK-JS-FROSMOREACT-6444614
npm,test12323123,*,15/3/24,https://security.snyk.io/vuln/SNYK-JS-TEST12323123-6444613
npm,edgenuity,*,14/3/24,https://security.snyk.io/vuln/SNYK-JS-EDGENUITY-6435942
npm,vinayak,*,14/3/24,https://security.snyk.io/vuln/SNYK-JS-VINAYAK-6435941
npm,noblox.js-proxy-server,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-NOBLOXJSPROXYSERVER-6422282
npm,ccl-product-carousel,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-CCLPRODUCTCAROUSEL-6422281
npm,npm_macos,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-NPMMACOS-6422223
npm,zksync-hardhat-template,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-ZKSYNCHARDHATTEMPLATE-6422222
npm,liquity,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-LIQUITY-6422221
npm,c3-pricecaster,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-C3PRICECASTER-6422220
npm,salesforce-service-cloud,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-SALESFORCESERVICECLOUD-6422219
npm,webauthn-site-poc,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-WEBAUTHNSITEPOC-6422218
npm,attrstore,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-ATTRSTORE-6422217
npm,mastercard-postman-encryption-lib,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-MASTERCARDPOSTMANENCRYPTIONLIB-6422216
npm,dropdownformfield,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-DROPDOWNFORMFIELD-6422215
npm,payatutest,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-PAYATUTEST-6422214
npm,rat-patrol,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-RATPATROL-6422213
npm,ifl-css,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-IFLCSS-6422212
npm,profectus-components,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-PROFECTUSCOMPONENTS-6422211
npm,shereyas,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-SHEREYAS-6422210
npm,starknet4,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-STARKNET4-6422209
npm,ifl-primitives,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-IFLPRIMITIVES-6422208
npm,accessibletrap,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-ACCESSIBLETRAP-6422207
npm,dismissprovider,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-DISMISSPROVIDER-6422206
npm,open-banking-reference-application,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-OPENBANKINGREFERENCEAPPLICATION-6422205
npm,pod-consumer-backend,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-PODCONSUMERBACKEND-6422204
npm,dcplot,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-DCPLOT-6422203
npm,unity-context,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-UNITYCONTEXT-6421871
npm,udp-components,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-UDPCOMPONENTS-6421870
npm,unity-httpclient,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-UNITYHTTPCLIENT-6421869
npm,unity-util,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-UNITYUTIL-6421868
npm,pet-profile-micro-interaction,*,8/3/24,https://security.snyk.io/vuln/SNYK-JS-PETPROFILEMICROINTERACTION-6419322
npm,win32crypted,*,5/3/24,https://security.snyk.io/vuln/SNYK-JS-WIN32CRYPTED-6371511
npm,deuplouded,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-DEUPLOUDED-6347249
npm,snipersee,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-SNIPERSEE-6347248
npm,sniperser,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-SNIPERSER-6347247
npm,sniperv2,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-SNIPERV2-6347246
npm,sniperv1,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-SNIPERV1-6347245
npm,tokenspair,*,29/2/24,https://security.snyk.io/vuln/SNYK-JS-TOKENSPAIR-6317546
npm,tokenpair,*,29/2/24,https://security.snyk.io/vuln/SNYK-JS-TOKENPAIR-6305454
npm,tokenpairs,*,29/2/24,https://security.snyk.io/vuln/SNYK-JS-TOKENPAIRS-6305453
npm,ent-profile-logger,*,27/2/24,https://security.snyk.io/vuln/SNYK-JS-ENTPROFILELOGGER-6277731
npm,frd-rsa-js,*,27/2/24,https://security.snyk.io/vuln/SNYK-JS-FRDRSAJS-6277730
npm,emilkylandertestnpmpackge,*,27/2/24,https://security.snyk.io/vuln/SNYK-JS-EMILKYLANDERTESTNPMPACKGE-6277729
npm,usaa-wdio-utils,*,27/2/24,https://security.snyk.io/vuln/SNYK-JS-USAAWDIOUTILS-6277728
npm,nodejs-socket,*,26/2/24,https://security.snyk.io/vuln/SNYK-JS-NODEJSSOCKET-6276577
npm,disc-web-sender,*,22/2/24,https://security.snyk.io/vuln/SNYK-JS-DISCWEBSENDER-6261802
npm,ember-power-calendar-dayjs,*,22/2/24,https://security.snyk.io/vuln/SNYK-JS-EMBERPOWERCALENDARDAYJS-6261801
npm,node-red-contrib-object-to-array,*,22/2/24,https://security.snyk.io/vuln/SNYK-JS-NODEREDCONTRIBOBJECTTOARRAY-6261800
npm,testconfusiontestt,*,22/2/24,https://security.snyk.io/vuln/SNYK-JS-TESTCONFUSIONTESTT-6261799
npm,scytheetest,*,22/2/24,https://security.snyk.io/vuln/SNYK-JS-SCYTHEETEST-6261798
npm,djs-colors-v14,*,22/2/24,https://security.snyk.io/vuln/SNYK-JS-DJSCOLORSV14-6261797
npm,analysis-shared-utils,*,20/2/24,https://security.snyk.io/vuln/SNYK-JS-ANALYSISSHAREDUTILS-6254643
