metadata_version,name,version,author,platform,upload_time
,requests,0.6.3,Kenneth Reitz,['UNKNOWN'],2011-10-14 03:35:13.523706+00:00
,requests,0.6.4,Kenneth Reitz,['UNKNOWN'],2011-10-14 04:23:31.793480+00:00
,requests,0.6.5,Kenneth Reitz,['UNKNOWN'],2011-10-19 07:30:59.708543+00:00
,requests,0.6.6,Kenneth Reitz,['UNKNOWN'],2011-10-19 09:39:56.534103+00:00
,requests,0.7.0,Kenneth Reitz,['UNKNOWN'],2011-10-23 03:33:24.637553+00:00
,requests,0.7.1,Kenneth Reitz,['UNKNOWN'],2011-10-23 21:19:22.099184+00:00
,requests,0.7.2,Kenneth Reitz,['UNKNOWN'],2011-10-23 21:40:37.623156+00:00
,requests,0.7.3,Kenneth Reitz,['UNKNOWN'],2011-10-23 23:04:13.595145+00:00
,requests,0.7.4,Kenneth Reitz,['UNKNOWN'],2011-10-27 00:36:25.355189+00:00
,requests,0.5.1,Kenneth Reitz,['UNKNOWN'],2011-07-24 05:01:45.612333+00:00
,requests,0.13.1,Kenneth Reitz,['UNKNOWN'],2012-06-08 04:22:28.683979+00:00
,requests,0.13.2,Kenneth Reitz,['UNKNOWN'],2012-06-29 02:37:41.500479+00:00
,requests,2.8.1,Kenneth Reitz,['UNKNOWN'],2015-10-13 12:56:41.375848+00:00
,requests,2.4.1,Kenneth Reitz,['UNKNOWN'],2014-09-09 16:35:12.771388+00:00
,requests,2.4.1,Kenneth Reitz,['UNKNOWN'],2014-09-09 16:35:08.552539+00:00
,requests,2.13.0,Kenneth Reitz,[],2017-01-24 12:53:28.060212+00:00
,requests,2.12.5,Kenneth Reitz,[],2017-01-18 12:43:08.631826+00:00
,requests,2.12.5,Kenneth Reitz,[],2017-01-18 12:43:12.017010+00:00
,requests,2.13.0,Kenneth Reitz,[],2017-01-24 12:53:25.259314+00:00
2.1,requests,2.26.0,Kenneth Reitz,[],2021-07-13 14:55:06.933494+00:00
,requests,2.23.0,Kenneth Reitz,[],2020-02-19 18:50:59.409378+00:00
,requests,2.23.0,Kenneth Reitz,[],2020-02-19 18:51:01.710547+00:00
,requests,0.13.3,Kenneth Reitz,['UNKNOWN'],2012-07-12 23:20:43.867603+00:00
,requests,0.13.4,Kenneth Reitz,['UNKNOWN'],2012-07-27 08:22:09.864284+00:00
,requests,0.13.5,Kenneth Reitz,['UNKNOWN'],2012-07-27 09:23:41.969623+00:00
,requests,0.7.5,Kenneth Reitz,['UNKNOWN'],2011-11-05 04:32:37.598633+00:00
,requests,0.7.6,Kenneth Reitz,['UNKNOWN'],2011-11-07 20:19:31.227072+00:00
,requests,0.8.0,Kenneth Reitz,['UNKNOWN'],2011-11-13 06:52:10.360103+00:00
,requests,0.8.1,Kenneth Reitz,['UNKNOWN'],2011-11-15 16:01:47.827430+00:00
,requests,0.8.2,Kenneth Reitz,['UNKNOWN'],2011-11-19 22:28:31.706305+00:00
,requests,0.8.3,Kenneth Reitz,['UNKNOWN'],2011-11-27 16:44:51.946354+00:00
,requests,2.20.0,Kenneth Reitz,[],2018-10-18 15:46:12.763897+00:00
,requests,2.4.0,Kenneth Reitz,['UNKNOWN'],2014-08-29 14:32:48.896671+00:00
,requests,2.4.0,Kenneth Reitz,['UNKNOWN'],2014-08-29 14:32:45.073609+00:00
2.1,requests,2.25.1,Kenneth Reitz,[],2020-12-16 19:38:34.329342+00:00
2.1,requests,2.25.0,Kenneth Reitz,[],2020-11-11 20:05:17.193088+00:00
2.1,requests,2.26.0,Kenneth Reitz,[],2021-07-13 14:55:08.972521+00:00
2.1,requests,2.27.1,Kenneth Reitz,[],2022-01-05 15:40:49.334679+00:00
2.1,requests,2.27.1,Kenneth Reitz,[],2022-01-05 15:40:51.698067+00:00
,requests,2.20.1,Kenneth Reitz,[],2018-11-08 17:20:31.391071+00:00
,requests,0.8.4,Kenneth Reitz,['UNKNOWN'],2011-12-11 17:40:28.585204+00:00
,requests,0.8.5,Kenneth Reitz,['UNKNOWN'],2011-12-14 16:43:21.464961+00:00
,requests,0.8.6,Kenneth Reitz,['UNKNOWN'],2011-12-19 01:18:29.495054+00:00
,requests,0.8.7,Kenneth Reitz,['UNKNOWN'],2011-12-24 09:18:54.805200+00:00
,requests,0.8.8,Kenneth Reitz,['UNKNOWN'],2011-12-28 09:55:45.489845+00:00
,requests,0.8.9,Kenneth Reitz,['UNKNOWN'],2011-12-28 10:34:17.815200+00:00
,requests,0.8.9,Kenneth Reitz,['UNKNOWN'],2011-12-28 10:34:17.815200+00:00
,requests,0.9.0,Kenneth Reitz,['UNKNOWN'],2011-12-28 10:51:35.541114+00:00
2.1,requests,2.27.0,Kenneth Reitz,[],2022-01-03 15:09:26.599400+00:00
,requests,2.20.1,Kenneth Reitz,[],2018-11-08 17:20:29.533862+00:00
,requests,2.14.0,Kenneth Reitz,[],2017-05-09 15:45:03.006047+00:00
,requests,2.14.1,Kenneth Reitz,[],2017-05-09 19:00:26.274919+00:00
,requests,2.14.1,Kenneth Reitz,[],2017-05-09 19:00:30.585216+00:00
,requests,2.14.2,Kenneth Reitz,[],2017-05-10 14:05:39.911571+00:00
,requests,2.15.1,Kenneth Reitz,[],2017-05-27 02:14:19.048380+00:00
,requests,2.16.1,Kenneth Reitz,[],2017-05-27 13:43:53.090483+00:00
,requests,2.16.2,Kenneth Reitz,[],2017-05-27 14:53:31.935404+00:00
,requests,2.16.3,Kenneth Reitz,[],2017-05-27 16:24:47.512647+00:00
,requests,2.16.4,Kenneth Reitz,[],2017-05-27 21:17:38.023572+00:00
,requests,2.16.5,Kenneth Reitz,[],2017-05-28 04:35:44.914574+00:00
,requests,2.16.5,Kenneth Reitz,[],2017-05-28 04:35:48.205458+00:00
,requests,2.17.1,Kenneth Reitz,[],2017-05-29 19:59:40.643067+00:00
,requests,2.17.2,Kenneth Reitz,[],2017-05-29 21:33:37.405434+00:00
,requests,2.17.3,Kenneth Reitz,[],2017-05-29 21:53:19.494862+00:00
,requests,2.14.0,Kenneth Reitz,[],2017-05-09 15:45:05.815269+00:00
,requests,2.16.0,Kenneth Reitz,[],2017-05-27 03:48:25.729621+00:00
,requests,2.16.1,Kenneth Reitz,[],2017-05-27 13:44:20.358570+00:00
,requests,2.17.1,Kenneth Reitz,[],2017-05-29 19:59:39.065426+00:00
,requests,2.17.2,Kenneth Reitz,[],2017-05-29 21:33:32.234721+00:00
,requests,2.8.0,Kenneth Reitz,['UNKNOWN'],2015-10-06 14:47:57.677398+00:00
,requests,2.8.0,Kenneth Reitz,['UNKNOWN'],2015-10-06 14:48:08.860481+00:00
,requests,2.8.1,Kenneth Reitz,['UNKNOWN'],2015-10-13 12:56:34.254896+00:00
2.1,requests,2.29.0,Kenneth Reitz,[],2023-04-26 15:24:31.555832+00:00
,requests,2.3.0,Kenneth Reitz,['UNKNOWN'],2014-05-16 17:57:05.539691+00:00
,requests,2.3.0,Kenneth Reitz,['UNKNOWN'],2014-05-16 17:57:02.237698+00:00
2.1,requests,2.27.0,Kenneth Reitz,[],2022-01-03 15:09:28.067178+00:00
,requests,2.10.0,Kenneth Reitz,['UNKNOWN'],2016-04-29 22:12:39.027730+00:00
,requests,2.9.2,Kenneth Reitz,['UNKNOWN'],2016-04-29 21:57:10.487144+00:00
2.1,requests,2.25.1,Kenneth Reitz,[],2020-12-16 19:38:36.779257+00:00
2.1,requests,2.25.0,Kenneth Reitz,[],2020-11-11 20:05:15.870484+00:00
,requests,0.10.2,Kenneth Reitz,['UNKNOWN'],2012-02-15 09:48:52.830436+00:00
,requests,0.10.3,Kenneth Reitz,['UNKNOWN'],2012-02-20 20:10:57.584946+00:00
,requests,0.10.4,Kenneth Reitz,['UNKNOWN'],2012-02-20 22:21:31.091713+00:00
,requests,0.10.6,Kenneth Reitz,['UNKNOWN'],2012-02-26 05:17:54.135905+00:00
,requests,0.11.1,Kenneth Reitz,['UNKNOWN'],2012-03-31 05:47:56.690051+00:00
,requests,0.10.7,Kenneth Reitz,['UNKNOWN'],2012-03-08 01:50:58.069132+00:00
,requests,0.10.8,Kenneth Reitz,['UNKNOWN'],2012-03-09 17:59:54.950126+00:00
2.1,requests,2.31.0,Kenneth Reitz,[],2023-05-22 15:12:44.175995+00:00
,requests,0.10.0,Kenneth Reitz,['UNKNOWN'],2012-01-22 05:08:17.091441+00:00
,requests,0.10.1,Kenneth Reitz,['UNKNOWN'],2012-01-23 08:22:52.352375+00:00
,requests,0.9.1,Kenneth Reitz,['UNKNOWN'],2012-01-06 07:11:02.635935+00:00
,requests,0.9.2,Kenneth Reitz,['UNKNOWN'],2012-01-19 03:39:58.591876+00:00
,requests,0.9.3,Kenneth Reitz,['UNKNOWN'],2012-01-19 16:51:33.637035+00:00
,requests,2.22.0,Kenneth Reitz,[],2019-05-16 14:37:18.093794+00:00
,requests,2.15.1,Kenneth Reitz,[],2017-05-27 02:14:22.414350+00:00
,requests,2.16.2,Kenneth Reitz,[],2017-05-27 14:53:09.839813+00:00
,requests,2.16.3,Kenneth Reitz,[],2017-05-27 16:24:49.598403+00:00
,requests,2.17.0,Kenneth Reitz,[],2017-05-29 17:24:35.939176+00:00
,requests,2.14.2,Kenneth Reitz,[],2017-05-10 14:05:43.749338+00:00
,requests,2.15.1,Kenneth Reitz,[],2017-05-27 02:14:19.048380+00:00
,requests,2.16.0,Kenneth Reitz,[],2017-05-27 03:45:40.367893+00:00
,requests,2.16.4,Kenneth Reitz,[],2017-05-27 21:17:41.534350+00:00
,requests,2.17.0,Kenneth Reitz,[],2017-05-29 17:24:38.973041+00:00
,requests,2.17.3,Kenneth Reitz,[],2017-05-29 21:53:22.237539+00:00
2.1,requests,2.29.0,Kenneth Reitz,[],2023-04-26 15:24:34.435420+00:00
,requests,2.11.1,Kenneth Reitz,['UNKNOWN'],2016-08-17 20:04:26.747542+00:00
,requests,2.11.0,Kenneth Reitz,['UNKNOWN'],2016-08-08 15:07:32.250147+00:00
2.1,requests,2.30.0,Kenneth Reitz,[],2023-05-03 15:44:06.936747+00:00
,requests,2.0.1,Kenneth Reitz,['UNKNOWN'],2013-10-24 14:33:21.606209+00:00
2.1,requests,2.31.0,Kenneth Reitz,[],2023-05-22 15:12:42.313790+00:00
,requests,2.9.2,Kenneth Reitz,['UNKNOWN'],2016-04-29 21:57:23.021820+00:00
,requests,2.10.0,Kenneth Reitz,['UNKNOWN'],2016-04-29 22:12:32.122862+00:00
,requests,2.9.0,Kenneth Reitz,['UNKNOWN'],2015-12-15 15:30:34.276097+00:00
,requests,2.9.0,Kenneth Reitz,['UNKNOWN'],2015-12-15 15:29:58.086640+00:00
,requests,2.9.1,Kenneth Reitz,['UNKNOWN'],2015-12-21 14:55:10.646407+00:00
,requests,2.9.1,Kenneth Reitz,['UNKNOWN'],2015-12-21 14:55:00.266465+00:00
2.1,requests,2.30.0,Kenneth Reitz,[],2023-05-03 15:44:03.457714+00:00
,requests,2.11.0,Kenneth Reitz,['UNKNOWN'],2016-08-08 15:07:35.742323+00:00
,requests,2.11.1,Kenneth Reitz,['UNKNOWN'],2016-08-17 20:04:30.871534+00:00
