npm,noblox.js-proxy-server,*,12/3/24,https://security.snyk.io/vuln/SNYK-JS-NOBLOXJSPROXYSERVER-6422282,FALSE
npm,deuplouded,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-DEUPLOUDED-6347249,FALSE
npm,snipersee,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-SNIPERSEE-6347248,FALSE
npm,sniperser,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-SNIPERSER-6347247,FALSE
npm,sniperv2,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-SNIPERV2-6347246,FALSE
npm,sniperv1,*,1/3/24,https://security.snyk.io/vuln/SNYK-JS-SNIPERV1-6347245,FALSE
npm,discord.js-sounds,*,1/2/24,https://security.snyk.io/vuln/SNYK-JS-DISCORDJSSOUNDS-6219979,FALSE
npm,chainflow,*,5/11/23,https://security.snyk.io/vuln/SNYK-JS-CHAINFLOW-6046446,FALSE
npm,30-days-of-javascript,*,3/11/23,https://security.snyk.io/vuln/SNYK-JS-30DAYSOFJAVASCRIPT-6044713,FALSE
npm,33-js-concepts,*,3/11/23,https://security.snyk.io/vuln/SNYK-JS-33JSCONCEPTS-6044711,FALSE
npm,yinhaicloud,*,3/11/23,https://security.snyk.io/vuln/SNYK-JS-YINHAICLOUD-6044718,FALSE
npm,@expue/shared,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-EXPUESHARED-5920718,FALSE
npm,@am-fe/provider,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-AMFEPROVIDER-5920719,FALSE
npm,@am-fe/hooks,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-AMFEHOOKS-5920725,FALSE
npm,@expue/cli,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-EXPUECLI-5920720,FALSE
npm,@sheinoutmobile/sheinoutmobile,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-SHEINOUTMOBILESHEINOUTMOBILE-5920713,FALSE
npm,@expue/types,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-EXPUETYPES-5920723,FALSE
npm,@am-fe/components,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-AMFECOMPONENTS-5920709,FALSE
npm,@expue/vue3-renderer,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-EXPUEVUE3RENDERER-5920716,FALSE
npm,@dynamic-form-components/shineout,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-DYNAMICFORMCOMPONENTSSHINEOUT-5920710,FALSE
npm,@expue/vue-renderer,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-EXPUEVUERENDERER-5920717,FALSE
npm,@zxncij2390/wash-care-symbol,*,27/9/23,https://security.snyk.io/vuln/SNYK-JS-ZXNCIJ2390WASHCARESYMBOL-5920714,FALSE
pypi,py-coird,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-PYCOIRD-6513675,FALSE
pypi,aasyncio,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-AASYNCIO-6513644,FALSE
pypi,pygmme,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-PYGMME-6513549,FALSE
pypi,simplejdon,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-SIMPLEJDON-6513548,FALSE
pypi,sjimplejson,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-SJIMPLEJSON-6513547,FALSE
pypi,beaitifulsoop,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-BEAITIFULSOOP-6513543,FALSE
pypi,pygaqme,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-PYGAQME-6513537,FALSE
pypi,matplolplib,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-MATPLOLPLIB-6513536,FALSE
pypi,colorram,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-COLORRAM-6513532,FALSE
pypi,simpoejson,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-SIMPOEJSON-6513530,FALSE
pypi,pytorchy,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-PYTORCHY-6513523,FALSE
pypi,matplftlib,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-MATPLFTLIB-6513521,FALSE
pypi,matplottib,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-MATPLOTTIB-6513516,FALSE
pypi,pygawme,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-PYGAWME-6513515,FALSE
pypi,matplotllib,"[0,]",29/3/24,https://security.snyk.io/vuln/SNYK-PYTHON-MATPLOTLLIB-6513511,FALSE
